title,year,score,scored_by,members,rank,genres,demographics
Tianyan Xiao Shentong,2005,,,133,15985,Fantasy,Kids
Tianyan You Qi Zhao,2005,,,111,15987,Adventure,
Tian Yanshen Hu,2007,,,118,15964,Fantasy,Kids
Tian Yanshen Niu,2009,,,103,15965,Fantasy,Kids
Tian Yanshen Tu,2011,,,110,15966,Fantasy,Kids
Tianyan Zhi Zhan,2012,,,111,15992,"Adventure, Sci-Fi",Kids
Tianyan Guilai,2018,,,121,15983,Fantasy,Kids
AU,2013,,,123,20224,Comedy,Kids
AU: Kaixin Tongnian,2013,,,121,20230,Comedy,Kids
AU: Baoxiao Xiaoyuan,2013,,,176,20227,Comedy,Kids
AU: Wei Cengzhang Jia You,2013,,,120,20239,Comedy,Kids
AU: Shenqi Luobo,2015,,,118,20233,Comedy,Kids
AU: Shenqi Luobo 2nd Season,2015,,,142,20236,Comedy,Kids
AU: Shenqi Luobo 3rd Season,2016,,,142,20234,Comedy,Kids
AU: Tu Zhi Lai Le,2016,,,116,20237,Comedy,Kids
AU: Tu Zhi Lai Le 2nd Season,2016,,,135,20238,Comedy,Kids
AU: Shen Qihuan Jing,2017,,,119,20231,Comedy,Kids
AU: De Fannao,2018,,,117,20227,Comedy,Kids
AU: Tong Qu Xilie,2018,,,119,20236,Comedy,Kids
AU: Mengxiang Xilie,2015,,,116,20231,Comedy,Kids
AU: Xue Kexue,2016,,,115,20240,Comedy,Kids
AU: Xue Kexue 2nd Season,2018,,,130,20242,Comedy,Kids
AU: De Richang,2020,,,117,20231,Comedy,Kids
AU: De Fannao 2nd Season,2019,,,144,20228,Comedy,Kids
Mao Qiu Daya Qi Qu: Lu Zhi Benzou Da Caoyuan,2012,,,99,18751,,Kids
Mao Qiu Daya Qi Qu: Lu Zhi Tuo Xian Piaoliu Ji,2013,,,97,18752,,Kids
Mao Qiu Daya Qi Qu: Lu Zhi Zui Zhang De Lutu,2017,,,99,18753,Adventure,Kids
Renao Yijia,2011,,,100,14777,,Kids
Xiao Rui Yu Da Mowang,2011,,,86,16707,Fantasy,Kids
Xiao Rui Yu Da Mowang: Kuaile Leitai,2012,,,86,16711,Fantasy,Kids
Kaixin Zi Le Fantian,2012,,,84,17988,Fantasy,Kids
Xiao Rui Yu Da Mowang: Jiazu Shiming,2013,,,86,16709,Fantasy,Kids
Xiao Rui Yu Da Mowang: Kuai Yue Jiazu,,,,85,16710,Fantasy,
Xiao Rui Yu Da Mowang: Shenqi de Mo Pan,,,,93,16712,Fantasy,Kids
Xiao Rui Yu Da Mowang: Da Mowang De Yinmou,,,,91,16707,Fantasy,Kids
Sou Shen Ji,2006,,,104,15662,"Adventure, Fantasy",
Konglong Laile,2013,,,145,18267,Fantasy,Kids
Xiao Ji Caihong,2016,,,88,16671,Fantasy,Kids
Slow Loop,2022,7.25,25482,70138,3231,"Gourmet, Slice of Life",
Shentan Wei Wei Mao,2004,,,92,15263,,Kids
Mo Mo Dao,2005,,,91,19066,,Kids
Wanju Zhi Jia,1998,,,94,16351,Fantasy,Kids
Ruyi Tu: Kaixin Nongchang,2011,,,97,14900,Fantasy,Kids
Ruyi Tu: Hong Jing Shi,2011,,,92,14901,Fantasy,Kids
Ruyi Tu: Hong Jing Shi Xuji,2011,,,92,14909,Fantasy,Kids
JM Xiong: Shenqi Moshu,2011,,,92,17846,Fantasy,Kids
JM Xiong: Mohuan Maxi Tuan,2012,,,90,17847,Fantasy,Kids
JM Xiong: Tianxin Jijie Hao,2013,,,88,17848,Fantasy,Kids
JM Xiong: Mo Ping Da Maoxian,2014,,,90,17846,Fantasy,Kids
Shucai Bu Jimo,,,,98,15446,Fantasy,Kids
Shucai Jingling Da Maoxian,,,,97,15447,Fantasy,Kids
Shucai Baobao Yao Hui Jia,,,,100,15445,Fantasy,Kids
Shucai Wangguo,2014,,,100,15448,"Adventure, Fantasy",Kids
Doo Er Huan Dong Xilie,2009,,,84,21287,,Kids
Maiquan Keke Man Youji,2009,,,93,18690,,Kids
"Zhengjiu Diqiu, Maiquan Keke Zai Hang Dong",2011,,,90,17409,,Kids
Maiquan Keke Yuangu Da Maoxian,2010,,,166,18692,Adventure,Kids
Maiquan Keke Xunbao Ji,2010,,,94,18691,,Kids
Maiquan Keke Bao Dao Qiyu Ji,2011,,,93,18689,Adventure,
Zhi Qu Haidi Cheng,,,,93,17420,Adventure,Kids
Chao Shiqi Xingqiu Lixian Ji,,,,106,20772,Adventure,Kids
Shen Quan Yong Chuang Jixie Cheng,,,,102,15208,Adventure,Kids
Dongwu Xingxing Da Tanxian,,,,98,21282,Adventure,Kids
Xiaoyuan Qiyi Shijian Bu,,,,89,16834,,Kids
Xin Maiquan Keke Meishi Tianxia,2017,,,91,16872,,Kids
Xin Maiquan Keke Meishi Tianxia 2nd Season,2018,,,90,16874,,Kids
Baba Qu Na Er,2014,,,103,20263,Fantasy,Kids
Baba Qu Na Er 2,,,,100,20265,Adventure,
Balabang,2008,,,104,20344,Fantasy,Kids
Wuzi Shuo,,,,87,16529,,Kids
Yule Shuangxiang Pao,2011,,,88,17301,Comedy,
Shikong Shaonian,2008,,,92,15321,"Adventure, Fantasy",
Hei! Xingxing Hu,2007,,,89,22040,Fantasy,Kids
Hei! Xingxing Hu 2nd Season,2008,,,87,22041,Fantasy,Kids
Xingxing Hu de Tiyan,2012,,,88,16963,Fantasy,Kids
Moli Xingxing Hu,2012,,,91,19113,Fantasy,Kids
Sanzijing Waizhuan,2013,,,82,15034,Fantasy,Kids
Xiyou Ji de Gushi,2014,,,83,17047,Fantasy,Kids
Jixian Kuangbiao,2009,,,94,17832,"Sci-Fi, Sports",
Ben Lang He Ta de Xiao Huoban,2018,,,99,20466,Fantasy,Kids
Huan Yue Zheng Qianfang,2007,,,81,22265,Comedy,
Kuma Kuma Kuma Bear Punch!,2023,7.28,37219,93730,3093,"Adventure, Comedy, Fantasy",
Jia You Jiang Hu,2011,,,87,17681,Comedy,Kids
Xin Shaonian Huang Feihong,1999,,,95,16892,"Action, Adventure",Kids
Kangri Xiao Qibing,2006,,,91,18032,,Kids
Tunshu Wan Da,2012,,,87,16183,Fantasy,Kids
Ku Bao Jiazu: Xiao Tu Xiou,2015,,,86,18307,Fantasy,Kids
Ruyi Ku Bao: Dong Dou Hu,2013,,,120,14888,Fantasy,Kids
Ruyi Ku Bao: Xi Ou Tu,2013,,,115,14896,Fantasy,Kids
Ruyi Ku Bao: Fei Li Niu,2013,,,116,14889,Fantasy,Kids
Ruyi Ku Bao: Guai Li Shu,2013,,,121,14891,Fantasy,Kids
Ruyi Ku Bao: Qiyi Gou,2013,,,139,14894,Fantasy,Kids
Ruyi Ku Bao: Shanzhai Ji,2013,,,141,14895,Fantasy,Kids
Ruyi Ku Bao: Mile Hou,2012,,,130,14893,Fantasy,Kids
Ruyi Ku Bao: Ben Ben Zhu,2013,,,126,14889,Fantasy,Kids
Ruyi Ku Bao: Xiao Shen Yang,2012,,,127,14897,Fantasy,Kids
Ruyi Ku Bao: Qicai She,2012,,,199,14895,Fantasy,Kids
Ruyi Ku Bao: Bao Li Long,2011,,,136,14889,Fantasy,Kids
Ruyi Ku Bao: Sha Qi Ma,2012,,,196,14894,Fantasy,Kids
Kuaile Tuo Mo Ta,2010,,,195,18351,Comedy,Kids
Kuaile Tuo Mo Ta: Xiao Zhen Le Fantian,2012,,,125,18354,Comedy,Kids
Kuaile Tuo Mo Ta: Baoxiao Cheng Yuhui,2013,,,116,18352,"Adventure, Comedy",
Kuaile Tuo Mo Ta: Chengyu Da Cidian,2015,,,122,18354,Comedy,Kids
Xiao Zhuren: Zhengyi Lianmeng,2017,,,127,16793,"Comedy, Sci-Fi",Kids
Bi Jia Zhu,2006,,,137,20485,Comedy,Kids
Haha! Diqiu Renn,2018,,,129,21919,"Comedy, Sci-Fi",Kids
Binfen Baobao,2011,,,242,20512,Adventure,Kids
Baobao Yue Xuetang: Binfen Kuaile Hao,,,,159,20390,"Adventure, Comedy",Kids
Baobao Yue Xuetang: Fengkuang Tushu Guan,,,,142,20391,"Adventure, Comedy",Kids
Baobao Yue Xuetang: Zhihui Xingyun Xing,,,,143,20397,"Adventure, Comedy",Kids
Baobao Yue Xuetang: Kuaile Tonghua Cheng,,,,159,20395,"Adventure, Comedy",Kids
Baobao Yue Xuetang: Xiha Maoxian Dao,,,,147,20395,"Adventure, Comedy",Kids
Baobao Yue Xuetang: Qimiao Wanhuatong,,,,142,20395,"Adventure, Comedy",Kids
Shuimu Baobao Kan Shijie,2008,,,155,15462,Comedy,Kids
Shuimu Juchang Yiqian Ling Yi Ye,2012,,,116,15469,Fantasy,Kids
Shuimu Tiantian Gushi Hui,2009,,,140,15473,"Adventure, Comedy",Kids
Shuimu Juchang 365 Ye Gushi,2011,,,142,15467,Comedy,Kids
Shuimu Xuetang,2008,,,132,15476,Comedy,Kids
Shuimu Donghua Xuetang,2017,,,134,15464,,Kids
Shuimu Antusheng Tonghua Gushi,2008,,,126,15462,Fantasy,Kids
Shuimu Youjiao: Xuetang Xilie - Bai Jia Xing,2012,,,175,15479,,Kids
Shuimu Juchang Xi You Ji,2010,,,211,15467,Fantasy,Kids
Shuimu Youjiao Xuetang Xilie: Sanzijing,,,,81,15481,,Kids
Shuimu Wawa Tansuo Yuzhou Zhi Mi,,,,83,15476,,Kids
Shuimu Youjiao Xuetang Xilie: Qian Zi Wen,2012,,,82,15477,,Kids
Shuimu Youjiao Xuetang Xilie: Shenghuo Xiao Baike,2012,,,86,15479,,Kids
Shuimu Youjiao Xuetang Xilie: Jiao Ni Zuo Shougong,,,,87,15478,,Kids
Shuimu Juchang: Zhonghua Shangxia Wuqian Nian,,,,84,15470,,Kids
Shuimu Kaixin Xue Yuan,,,,89,15472,,Kids
Shuimu Ertong Chengzhang Juchang,,,,89,15465,,Kids
Orient,2022,6.61,45704,129148,6761,"Action, Adventure, Fantasy",Shounen
Mahouka Koukou no Yuutousei,2021,6.68,46322,143953,6345,"Fantasy, Sci-Fi",
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,2021,8.61,689899,1096186,104,"Adventure, Drama, Fantasy, Ecchi",
IDOLiSH7 Third Beat!,2021,8.24,9133,26690,376,Drama,
Itazuraguma no Gloomy,2021,5.29,4256,9194,13483,Comedy,
Kindan Joshi,2020,4.85,188,958,14199,"Comedy, Romance",
Kawaii dake ja Nai Shikimori-san,2022,6.94,268965,614930,4846,"Comedy, Romance",
Dinosaur Biyori,2021,5.95,345,2332,10733,Slice of Life,
Soredemo Ayumu wa Yosetekuru,2022,7.01,58506,182463,4544,"Comedy, Romance",Shounen
Rubi Yoyo,2000,,,129,14857,,Kids
Rubi Yoyo 2,2001,,,118,14861,,Kids
Rubi Yoyo 3,2010,,,132,14861,,Kids
Rubi Yoyo Kepu Xilie: Anquan Jiaoyu,,,,86,14864,,Kids
Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,2021,5.91,6391,27695,10933,"Action, Fantasy, Slice of Life",
Rubi Yoyo: Dayang Huan Youji,2018,,,86,14863,,Kids
Rubi Yoyo Kepu Xilie: Dongwu Ziran,2015,,,85,14864,,Kids
Rubi Yoyo: Lele Laile,,,,89,14866,,Kids
Kuaile Xiao Zheng Xing,2012,,,148,18360,,Kids
Jiayou Baobei,2008,,,112,17717,,Kids
Ji Gong,2005,,,120,17666,,Kids
Ji Gong Chuanqi,1999,,,117,17666,,Kids
Hun Yuan,1998,,,109,22324,,Kids
Kuaile Chengzhang,2011,,,115,18332,,Kids
Yu Shouwang Zhe,2009,,,92,17270,,Kids
Tian Lang Zhan Ji,2016,,,107,15948,"Adventure, Sci-Fi",Kids
Hailuo Wan,2009,,,118,21931,,Kids
Zhonghua Dizi Gui,2011,,,116,17461,,Kids
Abu Shui Qian Gushi,2017,,,164,20041,,Kids
Jie Jie Xiong Yu Di Di Niao,1999,,,107,17726,,Kids
Xiong Zi,2013,,,89,17017,Fantasy,Kids
Xiong Zi: Xiongxin Zhuangzhi,2014,,,91,17020,Fantasy,Kids
Xiong Zi: Xun Lu Zhan Ji,2016,,,92,17027,"Adventure, Fantasy",Kids
Xiong Zi: Zhengyi Shouhu,2018,,,88,17021,Fantasy,Kids
Xiong Zi: Fei Xiong Buke,2015,,,89,17017,Fantasy,Kids
Shuxue Huang Dao Lixian Ji,2011,,,119,15501,,Kids
Shuxue Huang Dao Lixian Ji 2,2011,,,118,15501,,Kids
Shuxue Huang Dao Lixian Ji 3,2011,,,194,15501,,Kids
Huang Dao Lixian Ji: Luo Ke He Biancheng Mao,2019,,,114,22271,,Kids
Ju Chong Gongyuan,2010,,,119,17863,,Kids
Bingxue Dong Aocun,2019,,,122,20526,,Kids
Er Dan Toutai Ji,2015,,,278,21461,Slice of Life,
Confucius,2009,,,136,20984,,Kids
Xiao Konglong: Xungen Lixian Ji,2002,,,120,16676,,Kids
Tonggu Chuanqi,2017,,,111,16084,,Kids
Kung Fu Long: Xue Xiaofang,2016,,,90,18397,,Kids
Kung Fu Long: Xiao Xiban Da Zhihui,,,,91,18396,Fantasy,Kids
Kung Fu Long: Yuetuan Tuan,2016,,,94,18398,Fantasy,Kids
Tansuo Diqiucun,2015,,,86,15853,Adventure,Kids
Xiao Xiao Long Qihuan Ji,,,,90,16750,Fantasy,Kids
Zhangbai Jingling,,,,86,17381,,Kids
Xiao Lin Kung Fu,2014,,,82,16683,,Kids
Shaonian Huo Yuan Jia,2006,,,118,15156,Action,Kids
Qingchun Hao Shiguang,,,,83,19986,,Kids
Nianhua Zhong de Chuanqi,2018,,,81,19364,,Kids
Bodhi Yu Haoyou,2014,,,96,20551,,Kids
Bodhi Yu Haoyou: Chao Yuan Neng Xing Zhan,2015,,,90,20554,,Kids
Bodhi Yu Haoyou: Mengxiang Lianmeng,2017,,,90,20552,,Kids
Bodhi Yu Haoyou: Mengxiang Yingxiong,2017,,,93,20554,,Kids
Xiao Nansheng Yang Fan,2007,,,80,16698,,Kids
Yuhang Shu,2008,,,80,17291,,Kids
Maomao De Gushi,2010,,,115,18758,,Kids
Xiangpi Ni Xiao Zhen,2009,,,195,16610,,Kids
Kaixin Xiao Zhen,2009,,,82,17987,,Kids
Dou Dou Hu Wen Zhang Zhi Mi,2012,,,87,21319,,Kids
Dou Dou Hu Hanyu Zhenxin Hua,,,,88,21310,,Kids
Dou Dou Hu Huihua Xiaotiandi,2013,,,87,21314,,Kids
Dou Dou Hu Chengbao Zhi Lu,2012,,,87,21310,,Kids
Dou Dou Hu Yuzhou Da Maoxian,,,,88,21320,,Kids
Dou Dou Hu,,,,90,21309,,Kids
Dou Dou Hu Zhihui Tanxian,,,,88,21322,,Kids
Dou Dou Hu Hanzi Daxue Tang,2013,,,88,21311,,Kids
Dou Dou Hu Shuxue Wangguo,,,,87,21318,,Kids
Gei Dou Dou Hu De Xin,,,,86,21697,,Kids
Dou Dou Hu Qimiao Le Leyuan,,,,86,21317,,Kids
Dou Dou Hu: Huan Shu You,,,,87,21323,,Kids
Dou Dou Hu Zheng Shi Tianxia,,,,88,21321,,Kids
Dou Dou Hu Huanle Chengzhang Ji,,,,87,21315,,Kids
Dou Dou Hu Meishi Xiao Dangjia,,,,86,21316,,Kids
Dou Dou Hu Kuai Yue Jiayuan,,,,88,21314,,Kids
Xiao Chu Shen Dou Dou,,,,84,16638,,Kids
Shen Shenlin Lixian Ji,,,,86,15209,,Kids
Doudou Dou Zhidao,,,,85,21344,,Kids
Huo Xing Wa: Yi Zhi Bao,2010,,,117,22336,,Kids
Huo Xing Wa: Jiankang Chengzhang,2006,,,118,22332,,Kids
Huo Xing Wa: Yong Chuang Mo Jing Dao,2007,,,119,22338,,Kids
Huo Yan Zhan Shi,2009,,,115,22343,,Kids
Huo Xing Wa: Yuzhou Yaoshi,2008,,,116,22339,,Kids
Huoxing Wa: Zhi Gudai Dajia Gushi,2007,,,190,22350,,Kids
Jin Mu Shui Huo Tu,2014,,,118,17756,,Kids
Huo Xing Wa: Xue Han Zi,2010,,,115,22335,,Kids
Huo Xing Wa: Yewai Da Maoxian,,,,110,22336,,Kids
Huo Xing Wa: Dazhan Ha Lou Guai,2010,,,118,22332,,Kids
Huo Xing Wa: Maoxian Leyuan,2007,,,170,22334,,Kids
Huo Xing Wa: Yinghan Leyuan - Nengliang Mofang,,,,117,22337,,Kids
Xiao Xiao Zhihui Wu,,,,88,16753,,Kids
Zhihui Mima,2011,,,117,17428,,Kids
Qi Huan Ya Xian Bao,2018,,,111,19897,,Kids
Hong Lou Meng,2011,,,94,22173,,Kids
Xiao Xiao Lushi,2005,,,106,16752,,Kids
Jinxiu Shenzhou: Xingshi Wangguo,2014,,,137,17806,"Adventure, Fantasy",
D4DJ Petit Mix,2021,6.97,3198,7920,4745,Comedy,
Saiyuuki Reload: Zeroin,2022,6.66,3178,14775,6467,"Action, Adventure, Comedy, Drama, Supernatural",Josei
Tico Chunji Pian,2007,,,92,15996,,Kids
Tico: Shuqi de Weiji,2010,,,87,16000,,Kids
Tico Xiaji Pian,2013,,,86,15999,,Kids
Tico Dongji Pian,,,,86,15997,,Kids
Tico Jiang Gushi,,,,89,15997,,Kids
Mu Mucun De Taoqi Chong Chong,2015,,,113,19171,,Kids
Lele Xiong: Mira Lixian Ji,2009,,,86,18511,,Kids
Kepu Zhongguo: Lele Xiong Du Kexue,,,,83,18113,,Kids
Lele Xiong Zhentan Tuan,2011,,,86,18511,,Kids
Lele Xiong Anquan Shouce,2016,,,88,18508,,Kids
Lele Xiong Shengcun Da Maoxian,2012,,,89,18510,,Kids
Meng Zhou Shaonian Zhi: Shanggu Chuanqi,,,,89,18875,,Kids
Meng Zhou Shaonian Zhi: Tian Qing Chuanqi,,,,90,18876,,Kids
Meng Zhou Shaonian Zhi: Qin Jian Chuanqi,,,,89,18874,,Kids
Meng Zhou Shaonian Zhi: Xihan Gongzhu,2020,,,83,18877,,Kids
Daji Chengzhang Ji,2014,,,94,21090,Fantasy,Kids
Si Lu Chuanqi Dahai Tu,,,,90,15508,Adventure,Kids
Zhi Shanzhi Dao,2009,,,89,17430,,Kids
Xiaomi De Senlin,2009,,,133,16823,,Kids
Qihuan Long Bao,2009,,,184,19964,"Action, Adventure, Sci-Fi",Kids
Guandong Sanbao Ji,1997,,,106,21833,,Kids
Na Sa Er Ding Dong Youji,2020,,,111,19240,"Adventure, Fantasy",
Qi Jiguang,2014,,,126,19900,Action,Kids
Luo Baobei,2017,,,114,18628,,Kids
Qi Qu Baodian Julebu,2008,,,111,19909,,Kids
Luo Baobei Ai Kexue,2011,,,107,18629,,Kids
Luo Baobei Aixin Xiao Juchang,2010,,,99,18630,,Kids
Maitian Shen Shu,2011,,,107,18698,,Kids
Luo Baobei Ting Gushi,,,,111,18631,,Kids
Qi Qu Meng Gong Fang,2010,,,101,19917,,Kids
Tudou Xia,2014,,,109,16174,,Kids
Yang Jia Jiang: Jin Shatan,2011,,,94,17097,Fantasy,Kids
Yang Jia Jiang: Pan Yang An,,,,96,17099,Fantasy,Kids
Yang Jia Jiang: Zhan Pengcheng,,,,98,17099,Fantasy,Kids
Hongse Chuanqi,2011,,,108,22206,,Kids
Shanmao He Jimi,2009,,,98,15136,Fantasy,Kids
Shanmao He Jimi: Kuaile Pian,,,,96,15138,Fantasy,Kids
Shanmao He Jimi: Jianianhua,2011,,,94,15137,,Kids
Shanmao He Jimi: Quanjia Le,2011,,,96,15141,Fantasy,Kids
Shanmao He Jimi: Yijia Qin,2012,,,91,15140,Fantasy,Kids
Shanmao He Jimi: Mohuan Pintu,,,,98,15138,Fantasy,Kids
Shanmao He Jimi: Pintu Mima,2013,,,93,15137,Fantasy,Kids
Da Xia Shanmao He Jimi,2016,,,93,21056,Fantasy,Kids
Da Xia Shanmao He Jimi 2nd Season,,,,97,21057,Fantasy,Kids
DiDi Bang Bang Zongdongyuan,2010,,,149,21199,Fantasy,Kids
Shenqi Xiaozi: Mike Yu Xiao Buji,2010,,,157,15255,Fantasy,Kids
Xing Xueyuan,2015,,,104,16932,Fantasy,Kids
Xing Xueyuan 2: Yue Ling Shou Huan,2016,,,101,16932,Fantasy,Kids
Xing Xueyuan 3: Pandora Mijing,2017,,,104,16933,Fantasy,Kids
Zhonghua Xiao Yue Yun,2008,,,87,17469,,Kids
Yanwei Xia,2011,,,87,17112,,Kids
Wo Shi Bin Guo,2013,,,88,16448,Fantasy,Kids
Yu Qilin Gushi Hui: Jingdian Gushi Zong Dong Yuan,2012,,,106,17263,,Kids
Tian You Fan Tong,2011,,,116,15967,,Kids
Chao Neng Yongshi,2011,,,126,20764,,Kids
Wo Men de Jia Yuan,1999,,,120,16444,,Kids
A Ben Mao,1999,,,197,20028,,Kids
Xiaobudian,1995,,,111,16799,,Kids
Ling Jue Xiao Heshang,1998,,,87,18559,,Kids
Yi Fenzhong Xiao Zhentan,1999,,,88,17141,,Kids
Chong Chong,2006,,,95,20889,,Kids
Feitian Xiao Hou Wang,1996,,,87,21515,,Kids
Taikong Tejing,1996,,,88,15799,,Kids
Mei Hou Wang,1995,,,94,18823,Fantasy,Kids
Shenlong Weishi,1998,,,85,15239,,Kids
Konglong Shijie,2019,,,86,18268,,Kids
Ju Ping Jiejie Jiang Gushi,2013,,,84,17868,,Kids
Jingbao Zhanshi,2008,,,117,17770,,Kids
Shuimu Wawa Shi Wan Ge Weisheme,,,,87,15475,,Kids
Mo Mo,2009,,,87,19066,,Kids
Shaonian Direnjie,2008,,,87,15151,,Kids
Xiaoyuan San Jianke,2008,,,95,16835,"Adventure, Fantasy",
Salad Yingyu Leyuan,2007,,,95,14965,,Kids
Huanbao Xiao Weishi,2009,,,95,22269,Fantasy,Kids
Yue Ce Yue Kaixin,2008,,,92,17285,Comedy,
Dongbei Yijia Ren,,,,97,21264,Comedy,Kids
Mofa Zhu Liye,2010,,,86,19087,,Kids
Kong Xiaoru,2009,,,86,18257,,Kids
Xiaolong Qiu Qiu,2012,,,88,16816,Fantasy,Kids
Youji Shen Bing,2006,,,89,17236,,Kids
Mo Di Qiyu Ji,2004,,,115,19051,,Kids
Yi Tang Piyingxi Chengyu Gushi,2009,,,90,17154,,Kids
Kuaile Jingling,2008,,,89,18342,Fantasy,Kids
Mao Er Shan de Guizi Bing,2006,,,88,18747,,Kids
Long Wa,2009,,,121,18598,,Kids
Du Jiao Leyuan,2007,,,94,21373,Fantasy,Kids
Kala Yuedui,2009,,,114,18005,,Kids
Xiaolong Da Kung Fu,2009,,,89,16812,,Kids
Xiaolong Da Kung Fu: Shenlong Zhandui,2015,,,88,16814,,Kids
Nono Senlin,2009,,,128,19429,,Kids
Hibabe,2007,,,115,22113,,Kids
Jia You Ernu,2008,,,93,17681,,Kids
Xiaokang Kang,2006,,,84,16808,,Kids
Wu Buxiang,2009,,,118,16484,,Kids
Jin Pingguo,2011,,,81,17757,,Kids
Zhimou Jiazu,2007,,,89,17434,Comedy,
Babo Xiongmao,2006,,,111,20266,Fantasy,Kids
Bu Yiyang de Tuzi Yinyue Pian,,,,89,20606,,Kids
Bu Yiyang de Tuzi Shizi Pian,2009,,,91,20606,,Kids
Bu Yiyang de Tuzi Huihua Pian,2009,,,91,20604,,Kids
Bu Yiyang de Tuzi Jiyi Pian,,,,90,20605,,Kids
Tangshi Gushi,2007,,,85,15846,,Kids
Longmai Chuanqi,2008,,,94,18605,Adventure,Kids
Zheng He Xia Xiyang,,,,99,17407,Adventure,Kids
Chaonu Wawa,2006,,,94,20794,,Kids
Xiao Shu Ping Ping,2010,,,90,16722,Fantasy,Kids
Xiao Shu Ping Ping: Chengyu Dadian,2009,,,137,16723,,Kids
Gushi Xuetang,2009,,,83,21880,,Kids
Chengshi Yezhan Pai,2001,,,96,20808,Adventure,Kids
Ori Niu He Di Rui Yang,,,,92,19581,,Kids
Soujiu Quan Ahoo,2009,,,98,15663,Drama,Kids
Cupid Da Nao Shi Er Xingzuo,2007,,,92,21012,"Adventure, Fantasy",
Tan Zhang QiQi,2003,,,95,15838,Mystery,Kids
Xiao Jie Bie Taoqi,2009,,,90,16678,,Kids
Weiba Menghuan Qu,2006,,,94,16396,Fantasy,Kids
Weiba Menghuan Qu: Baike 150 Wen,,,,100,16396,Fantasy,Kids
Long Taizi,2008,,,96,18594,Fantasy,Kids
Long Taizi: Yinhe Da Maoxian,2011,,,127,18596,"Fantasy, Sci-Fi",Kids
Long Taizi: Yanre Xingqiu Zhi Mi,2013,,,96,18595,"Fantasy, Sci-Fi",Kids
Huanbao Jian,2004,,,91,22267,"Adventure, Fantasy",Kids
Guandong Dangpu,2009,,,85,21832,,Kids
Qixiang Bai Wen,2008,,,96,14732,Fantasy,Kids
Jiayan Mama,2007,,,85,17714,,Kids
Xiqu Dongman,2008,,,88,17042,,Kids
Fei Mao Shou Gou Jingling Shu,2007,,,93,21500,Comedy,Kids
Jinsihou Shenyou Shuxiang Wangguo,2008,,,89,17799,Fantasy,Kids
Waitan 520,2006,,,114,16317,"Drama, Romance",
Tianwai Fuxing: Chi Jian Chuanqi,2009,,,90,15983,,Kids
Lu Dang Jin Jian,2008,,,90,18613,,
Kaixin Sishu,2009,,,98,17986,Comedy,Kids
Douya Nongchang,2012,,,100,21353,Comedy,Kids
Tonghua Dongwuyuan,2005,,,99,16085,,Kids
Baobei Geda Ding Gua Gua,1999,,,105,20399,,Kids
Dou Ding De Kuaile Riji,2010,,,99,21308,Comedy,Kids
Bu Bu Xiong,2007,,,104,20596,,Kids
Jidian Xiao Xinshi,2008,,,91,17723,,Kids
Xi Ge Xi Mei: Kaixin Leyuan,2012,,,101,16535,Comedy,Kids
Shujia Shang De Qimiao Shijie,2010,,,95,15485,Fantasy,Kids
Yundong Xiao Fuxing,2005,,,107,17317,Sports,Kids
Xiao Chong Sanbao,2009,,,100,16638,Fantasy,Kids
Qiao Qiao Ban,2014,,,96,19948,,Kids
Makesi Shuo Jingji Weiji,,,,93,18700,,
Xiaonu Cao E,2005,,,95,16824,Fantasy,
E Bao Leyuan,,,,91,21412,Comedy,Kids
Qiu Pao Senlin,2009,,,97,14728,Fantasy,Kids
Wanpi Fu Duo,2004,,,100,16358,Adventure,Kids
Ku Bao Fangkuai,2007,,,104,18305,Comedy,Kids
Meimiao Licheng,2014,,,96,18838,,Kids
Qihuan Zhi Lu,2015,,,97,19974,,Kids
Xin de Zhengcheng,2012,,,87,16868,,Kids
Sanqi Xiao Fuxing,,,,90,15011,Comedy,Kids
Sanqi Xiao Fuxing: Xiao Fuxing Ai Kexue,,,,90,15021,Comedy,Kids
Sanqi Xiao Fuxing: Rong Cheng Yiji,,,,92,15018,Adventure,Kids
Sanqi Xiao Fuxing: Duo Bao Qibing,2012,,,91,15015,Comedy,Kids
Sanqi Xiao Fuxing: Sanqi Zhen Yi Shi,,,,92,15019,Comedy,Kids
Sanqi Xiao Fuxing: Bao Lu Xiansheng,,,,90,15009,Comedy,Kids
Sanqi Xiao Fuxing: Haixia Xiongdi,,,,86,15015,,Kids
Sanqi Xiao Fuxing: Zhi Dou Sanshiliu Ji,,,,95,15024,Comedy,Kids
Sanqi Xiao Fuxing: Xuyuan Ji,,,,90,15022,,Kids
Sanqi Xiao Fuxing: Caihong Yuezhang,,,,92,15012,Comedy,Kids
Sanqi Xiao Fuxing: Shenqi de Bai Guo Teng,,,,93,15020,Comedy,Kids
Sanqi Xiao Fuxing: Xuyuan Shanzhuang,,,,91,15022,Comedy,Kids
Sanqi Xiao Fuxing: Bian Fei Wei Bao Lu,,,,95,15012,Comedy,Kids
Sanqi Xiao Fuxing: Jun Jun Daluan Dou,,,,92,15016,Comedy,Kids
Lang Ge Tu Yu Tu Ge Lang,,,,91,18465,,Kids
Lang Ge Tu Yu Tu Ge Lang: Xunfang Taohuayuan,,,,88,18458,,Kids
Leyuan Shuang Bao,2005,,,96,18525,Fantasy,Kids
